game,outcome,end_reason,n_moves,loss,moves
39,D,cap_draw,150,3.405785,e2e3 d7d5 d2d4 h7h5 d1h5 e7e5 a2a4 b8d7 h5h8 a7a6 c2c3 g8e7 c3c4 c7c5 f2f4 d7b8 g2g3 g7g5 e1d2 g5f4 g1f3 c8f5 a4a5 b7b6 e3e4 f5h7 d2e1 d8d7 e1d2 d7d8 d2e1 d8d7 b2b3 h7e4 c1d2 f7f6 h1g1 d7c8 f1e2 e8d7 g1h1 b6b5 e2f1 d5c4 f1e2 c4b3 h8h5 c8d8 d2c1 d8e8 e2d3 a8a7 f3g5 e8d8 c1b2 d8e8 g5e4 b8c6 e1d1 d7c8 d1c1 c6b4 h1g1 c8d7 c1d2 e8d8 d2c1 d7c6 g1f1 d8d5 a1a2 d5e4 f1e1 e5d4 h5e5 e7d5 d3e4 b4a2 c1d2 a7c7 e5h5 f8e7 e4f5 e7d8 b2d4 f4g3 e1f1 c6b7 f1e1 b7c6 f5c8 b5b4 h2h3 c7a7 h3h4 d8e7 e1d1 a7d7 d2e1 e7d6 d1c1 a2c1 c8d7 c6d7 e1d2 d7c8 d2e1 c8d8 b1d2 d6c7 d2e4 c7d6 e1f1 d6e7 f1g2 d8c8 g2f1 e7f8 f1g2 d5e7 g2f1 f6f5 f1e1 e7d5 h5f7 c8d8 e1d2 d5c3 d2e3 g3g2 d4e5 d8c8 f7b3 f8g7 b3b4 c1d3 h4h5 g7f8 e3d2 c8d8 d2e3 d8e7 e3d2 e7e6 d2e3 f8e7 e3d2 e7d8 d2e3 d8a5
40,B,material_resign,18,3.172081,f2f4 f7f5 c2c4 g7g5 a2a4 e8f7 e2e4 b8c6 d1f3 e7e5 f3h5 f7e7 h5e8 e7e8 d2d4 e8e7 g1h3 b7b6
41,D,cap_draw,150,3.248771,f2f4 a7a5 b1c3 g8f6 b2b4 a5a4 a2a3 f6h5 c3d5 f7f5 e2e4 h8g8 g1f3 c7c5 e1e2 a8a6 a1b1 d8c7 c1b2 e8d8 d2d4 c7d6 f3g5 c5c4 d1e1 a6b6 h2h3 d6e6 d5c7 b6a6 h3h4 b7b6 e1d2 c8b7 g5h3 e6f6 e2d1 g8h8 d1e2 f6g5 h1g1 g5h4 g2g3 e7e6 d2e1 c4c3 e1f2 h7h6 b2c1 e6e5 b1a1 f8e7 a1b1 d7d5 b1a1 h5f4 e2e1 d8c8 f1e2 e7d8 e2f1 b6b5 f2h2 g7g6 f1e2 f4d3 e2d3 d8e7 e1f1 e7f6 f1e1 h8g8 e1e2 f6h8 a1a2 a6a5 e2d1 b8c6 d1e1 h4d8 e1f2 d8c7 c1b2 a5a8 g1g2 c7h7 f2e1 g6g5 d3c4 c6d4 e1f1 a8a5 f1g1 b7c6 g1f1 c8b7 f1g1 b7c8 c4e2 c8d7 e2f1 d7e8 b2c1 e8d8 g1h1 d8d7 c1e3 h7g6 e3d2 g8e8 d2c1 e8d8 c1b2 d8e8 f1e2 e8d8 h1g1 d8c8 a2a1 d7e8 a1b1 e8d8 e2f1 c8b8 f1e2 b8c8 b2c1 d8e8 c1d2 a5a8 d2e3 e8d8 e4d5 d8e8 b1c1 e8d8 e2f1 d8e8 e3d2 e8d8 g3g4 d8e8 g2g3 e8d8 f1e2 d8e8 g1f1 e8d8 c1d1 d8e8
42,D,cap_draw,150,3.300964,f2f4 d7d5 c2c3 c8f5 g2g3 h7h5 a2a3 h8h7 d1c2 a7a6 d2d4 d8d7 g3g4 b7b5 e1d1 g8h6 b1d2 f5e6 b2b4 b8c6 e2e3 a8b8 c2d3 f7f5 d2e4 e6g8 g4f5 c6d4 e3d4 e7e5 c1d2 d7d6 h2h3 g7g6 f1g2 f8g7 d1e2 c7c5 a1e1 g7f8 d3f3 d6e7 c3c4 e7g5 c4b5 g5h4 g2f1 b8b6 h1h2 h7a7 e2d1 h4f4 d1e2 e8d8 f3g4 d8d7 g1f3 d7c8 g4h5 g6h5 e2d1 b6e6 f1e2 f8d6 d2c1 c8d8 f3e5 d6f8 d4c5 a7b7 e5g4 b7b6 c1d2 f8e7 d1c1 a6b5 c1c2 e7f8 e1f1 f4e5 f1e1 d8e7 e1d1 e7d7 e2d3 d7e8 h2g2 f8e7 g4f2 e7f6 e4f6 e8d8 a3a4 d5d4 c2c1 g8h7 g2g3 d8e7 c5b6 e7d8 d3c2 d8e7 d2f4 e5f4 d1d2 e7d8 f6e4 e6e5 c2d1 f4e4 d1e2 d8d7 e2h5 e4f3 c1b1 d7c6 b1c1 c6d5 g3g5 h6f5 c1c2 d5c6 c2b1 c6d5 b1a1 f5d6 a1a2 d5c4 h5g4 e5e4 a4a5 e4e3 g5g7 d4d3 g7c7 c4b4 b6b7 e3e2 g4h5 f3g4 a2a1 g4f3 h3h4 b4a3 d2d3 a3a4 d3d4 a4b3 d4b4 b3a3
43,W,material_resign,95,3.378322,e2e4 f7f5 c2c3 g7g5 d2d4 b7b5 g2g4 c7c6 h2h4 h7h5 e1e2 a7a6 b2b4 d7d5 c1f4 c8b7 d1e1 d8c7 e1d1 e8d7 g1f3 f8g7 d1c1 g8h6 f4g5 h8h7 e2e1 a8a7 h1h2 e7e6 h2h3 b7a8 f1e2 f5f4 e2d1 g7d4 d1e2 h6f5 c3c4 c7d8 c1d2 d8c8 d2f4 e6e5 e2f1 h7h8 b1a3 f5d6 f1d3 a8b7 a1b1 c8g8 b1c1 d7c8 c1d1 h8h7 f3g1 g8h8 g1f3 d5e4 d3e2 a6a5 f4f6 d4e3 a3b1 b8d7 h3g3 e4f3 f6f3 c8b8 e2f1 b8c8 d1d6 e5e4 f1g2 d7b6 b1a3 h7d7 f3f4 h8g8 d6d7 g8g7 e1f1 b7a8 f1e1 g7h7 g2f1 h7g7 a3b5 g7c3 b5c3 e3f2 e1d2 f2e3 d2d1
44,B,material_resign,58,3.325815,f2f4 c7c5 a2a4 b7b5 d2d4 a7a5 e2e3 g7g5 f1e2 e7e5 b2b4 d7d5 e2f1 g5f4 g1h3 g8h6 b1d2 h8g8 d4e5 f8e7 h3g5 e7f6 h1g1 g8h8 c2c4 h6g4 d1e2 b8d7 e1d1 f6e5 d1c2 h8g8 c1b2 a8a7 a1a2 c8b7 e2f2 e5c3 f2f3 g8f8 b2c1 f7f6 f1e2 d8c8 g5h7 b7a8 f3f4 g4f2 g1f1 f2e4 f4e5 e8d8 f1g1 c3e5 c2d3 c8b7 e2f3 b7a6
45,D,cap_draw,150,3.563890,e2e3 e7e6 d2d4 d7d5 g1f3 g8e7 d1d2 a7a6 d2e2 f7f6 c2c3 b7b5 b2b3 f6f5 c1d2 e6e5 h2h3 b8c6 e3e4 c8d7 a2a3 a8a7 h1g1 g7g5 e2d3 h8g8 g2g3 f8g7 g1g2 g7f8 c3c4 f8g7 f1e2 g7f8 d2c1 f8h6 c1f4 d7c8 f4e3 c8d7 e2f1 a7b7 e3d2 b5c4 b1c3 d7c8 a1b1 g8h8 b1a1 b7b4 a1b1 c8d7 e1e2 d7c8 b1a1 c8d7 d2e3 d7c8 a1a2 c8d7 e2d1 d7c8 d1c1 d5e4 g3g4 h8g8 a3a4 c6d4 e3d2 c7c6 g2g3 c8d7 f1g2 g8f8 c3e4 d8c8 g4f5 c8d8 d3e2 e7d5 c1b1 d8c8 a2a1 c8d8 f3g5 d8e7 g3f3 e8d8 h3h4 d8c8 d2c1 e7e8 c1b2 c6c5 e2e1 f8f6 e1g1 e8d8 g2f1 d8f8 b2c3 c8d8 g1g2 d7e8 g2h1 d8d7 b1a2 d7c8 c3e1 c8d7 e1d2 f8e7 h1g2 d7c8 d2e1 c8b8 g2g3 b8a8 a1b1 a8a7 g3e5 e8b5 f3f4 e7d7 f4f3 d7d6 f1c4 d6e7 c4d5 e7e8 b1b2 e8d8 f3g3 f6d6 e4c5 d4e2 d5b7 d8e7 g5h7 e7d8 e1d2 d8c8 a2a1 c8d8 d2e3 d8e8 e3g5 e8c8 b2e2 c8d8
46,B,material_resign,40,3.369217,g1f3 f7f5 h1g1 g7g5 c2c3 b7b5 d1c2 c7c5 c2f5 h7h6 d2d4 h8h7 b1a3 d7d5 a3b5 c8d7 e2e4 h6h5 b2b4 e7e5 f1e2 a7a6 h2h3 h7h6 c1b2 d7f5 g2g3 d8d7 g1h1 e8d8 a2a3 d7e8 h1g1 f5d7 g1h1 a6b5 h1g1 f8g7 g1h1 g7f6
47,B,material_resign,90,3.486733,g1h3 f7f5 f2f4 g8f6 h1g1 b7b5 c2c3 c7c5 a2a4 h8g8 e2e4 f6d5 d1e2 g7g5 d2d4 b5b4 e1f2 f8g7 c1d2 g7f8 c3c4 f8g7 g2g3 g7e5 d2e1 f5e4 b1a3 a7a6 a3b1 e4e3 f2f3 g8h8 b1a3 c8b7 g3g4 a8a7 a3b1 h8g8 e1d2 g8h8 h3g5 h8g8 d2e3 g8h8 g1g2 e5f4 b1d2 h8g8 g2g1 d8c8 b2b3 b7a8 e2e1 f4c7 g5h7 e8d8 g1h1 d8e8 e1d1 g8h8 d1e1 h8h7 d4c5 d5e3 c5c6 c8b7 h2h3 e8d8 e1f2 h7h8 g4g5 h8e8 f1e2 e3f1 f2e3 d7d5 h1h2 f1d2 f3g4 d5d4 e3f2 a6a5 f2e1 b7a6 e1d1 a6c4 d1e1 c4d5 e2d1 b8c6
48,D,cap_draw,150,3.489811,f2f4 f7f5 d2d4 g7g6 e2e4 c7c6 c2c4 d7d5 d1e2 e7e5 a2a4 e8e7 e2h5 a7a6 b1d2 e7e8 g2g3 g8e7 f1g2 e8d7 g2f3 h8g8 e1d1 d7e8 a1a3 c8e6 b2b3 d5c4 d1e2 e8d7 a4a5 c6c5 e2e3 d8c8 h5g4 d7e8 c1b2 e8d8 b2c1 g8g7 g4h5 b7b6 g1e2 c8b7 h1g1 d8c8 g1g2 c8d8 h2h3 b7c6 f4e5 b6b5 d4d5 c6d6 h3h4 d8c7 g3g4 c7c8 g2g3 d6d5 e2g1 c8b7 c1b2 b7c6 b2c1 b8d7 c1b2 a8b8 f3e2 b8c8 d2f1 c8b8 b2c3 b8c8 g4f5 c8d8 c3b2 d8e8 g3g4 d7b8 b2c1 g7g8 c1d2 g6g5 e2d1 e8d8 d1e2 d8c8 d2e1 c8d8 b3b4 e7g6 e1d2 d8e8 d2e1 e6f5 e1d2 h7h6 e2d1 f8e7 h4g5 g8f8 d2c1 f8g8 d1e2 g8h8 c1d2 f5e4 e2d1 e4c2 d2e1 e7d8 e1d2 d8g5 e3e2 h8g8 d2e3 g8g7 a3b3 e8d8 e2f2 d8d7 g4g5 d7d6 f2e2 b8d7 e2e1 g7g8 d1e2 g8f8 b3b1 f8e8 e2d1 e8f8 b1a1 f8e8 g5g2 g6h8 g1e2 e8d8 g2g1 d8c8 e3d2 d5d3 a1b1 c8b8 b1c1 b8d8 g1g8 d8e8
49,W,material_resign,83,3.342330,h2h4 g7g6 b2b3 b8c6 c2c3 f7f5 e2e3 c6d4 e3d4 a8b8 d1f3 c7c6 h1h2 h7h5 f3f4 h8h7 c3c4 f8g7 f4f3 g7d4 a2a4 a7a6 f3e3 h7h6 g2g3 d7d5 e3e4 e8d7 h2h3 d8f8 f2f4 f8g7 b1c3 g7h8 g3g4 b8a8 h3d3 a8b8 g4f5 d7e8 e4d4 b8a8 e1d1 e8d8 f1e2 c8d7 g1f3 d7e6 a1a2 d8e8 c3e4 e8f7 f3g5 f7e8 d4d5 e6d7 d3d4 a8c8 g5e6 c8d8 e2f1 d8c8 d1e1 c8b8 a2a1 e8f7 f5f6 e7f6 f1h3 b8f8 d5c5 b7b6 c5b6 g6g5 e1d1 d7c8 a1b1 f8e8 h4g5 c8b7 b6a6 e8d8 d2d3
50,B,material_resign,94,3.393247,e2e3 g8f6 c2c3 h8g8 d1g4 b7b5 e3e4 c8b7 e1e2 g7g5 e2e3 b7e4 b1a3 h7h5 a3b1 c7c6 b2b3 d8b6 e3e2 f8g7 a2a4 g7f8 e2e1 f8g7 g4h4 e8d8 g2g3 g8h8 c3c4 e4f5 b1c3 h8g8 a1b1 f6d5 c3e4 g7c3 h2h3 f5g6 f1e2 d8e8 e2f1 a7a6 f1e2 g8h8 c1b2 g5g4 e2f3 h8g8 b2c1 a8a7 d2c3 a6a5 h4e7 e8e7 c1b2 g8f8 e1d1 b5b4 d1d2 f8e8 h3h4 e8d8 f3e2 b6b5 d2c1 d5e3 e2f3 a7a8 c1d2 b5a4 h1h2 e7e8 d2c1 e8f8 h2g2 f8e7 b1a1 e7f8 g2h2 c6c5 a1b1 f8e8 h2g2 d8c8 b2a1 c8c7 c1b2 a8a7 b2c1 g4f3 c1d2 e8e7 b1d1 a4a1
51,B,value_resign,15,3.254226,f2f4 f7f5 c2c4 g7g6 e2e4 b8c6 d1a4 g8f6 g2g3 g6g5 b1c3 f5e4 h2h3 b7b5 f1e2
52,B,value_resign,8,3.442245,g2g3 a7a5 f2f4 b8a6 g1h3 g7g5 f1g2 f8h6
53,W,material_resign,107,3.225566,f2f4 f7f5 c2c4 e7e6 g2g3 e8e7 g3g4 b8c6 d1c2 h7h5 g1h3 c6a5 h1g1 h8h6 e2e4 f5g4 b2b3 b7b5 f1d3 d7d5 g1g4 a7a6 a2a4 c8b7 e1f1 d8c8 f1e2 e7d8 b3b4 f8e7 e4e5 g7g6 g4h4 d8e8 e2d1 e8d8 d1e2 d8e8 a1a2 g8f6 h4h5 e7d8 c2c3 c7c6 e2d1 c8b8 d1e2 e8e7 c4b5 e7f8 e2d1 f8g7 d1e2 g7h8 b5a6 b8e5 e2d1 b7c8 f4e5 c8d7 b1a3 h6h5 d3c2 a8b8 c1b2 d5d4 h3g5 h8g8 a3b5 d7c8 d1c1 b8a8 c2d1 g8h8 d1e2 c6b5 c3c4 a8a7 g5h7 a7f7 e2d1 c8b7 d1e2 b7a8 c4d5 f6h7 a4b5 f7c7 e2c4 c7c6 d5d8 h8g7 h2h3 c6c7 d8h8 g7f7 h3h4 c7c6 a2a1 c6c5 a1b1 d4d3 b4c5 a8c6 b1a1 c6d5 a1b1
54,B,value_resign,71,3.446555,f2f4 g7g5 g1h3 b8c6 h1g1 f7f5 c2c4 c6d4 a2a4 f8g7 b2b3 e8f7 d1c2 c7c5 e2e4 h7h5 g2g3 h8h7 f1e2 h7h8 g1f1 b7b6 e4e5 d4f3 e2f3 h8h7 d2d4 g5g4 c1d2 d8e8 f1f2 g7f8 b1a3 c8b7 f3c6 a7a6 e1d1 e8d8 d1e1 f8g7 f2g2 g7f8 c2d3 f7e6 d3f5 e6f5 d2e3 a8b8 g2f2 f8g7 f2f3 g7h8 e1d2 d8e8 a3b5 e8d8 d2c1 g8f6 e3d2 a6a5 d2e1 d8e8 c1d2 e8d8 e5f6 b8a8 e1f2 d8c8 a1c1 c8d8 c6d7
55,B,value_resign,7,3.231531,f2f4 b8c6 a2a3 f7f6 d2d3 g7g6 e2e3
56,W,value_resign,45,3.384200,f2f4 g7g5 g2g4 b7b5 d2d3 g8f6 d3d4 e7e6 e1d2 h7h5 c2c3 f8d6 d1a4 f6d5 e2e3 a7a6 f1e2 e8f8 b2b3 c7c6 e3e4 d5b4 c1b2 f8e7 e2f1 d8e8 f1e2 e8f8 d2e1 f8g7 a2a3 g7g6 e2d3 h8h7 g1e2 h5h4 e1d1 e7f8 h2h3 b4a2 h1g1 c6c5 d1e1 f8g7 d4c5
57,B,value_resign,7,3.375780,f2f4 h7h6 g1h3 e7e5 c2c3 d8g5 b2b3
58,W,material_resign,109,3.438456,g2g3 g7g5 f2f3 d7d5 d2d4 a7a6 e1d2 e7e5 f3f4 f7f6 b1c3 e8e7 g1f3 h7h5 f3e5 h8h7 a2a3 b7b6 e5g4 d8d7 c3d5 e7e8 d5c7 e8d8 c2c4 a6a5 b2b3 b6b5 a1b1 f8h6 e2e3 g8e7 f1g2 e7g6 d1e1 d7g7 e1d1 g7f8 g4h6 a5a4 h1g1 g5g4 d1e2 f8g7 e2f1 h7h8 d2d3 d8c7 d4d5 h8h7 g2h1 g7g8 f1e1 g8h8 e1f2 h8e8 b1a1 c8b7 g1g2 e8f8 f2e1 f8d8 e1d1 b7a6 c1d2 c7d6 d2c1 d8e7 c1d2 h7h6 d1c1 d6d7 c1c2 d7e8 d2e1 e8f7 e1d2 f6f5 c2d1 e7d7 d2c3 d7c6 a1a2 f7e7 a2f2 e7d6 d1e1 d6e7 e1e2 e7f8 e2b2 f8e7 b3b4 c6f6 d3c2 a8a7 c2d1 e7d8 e3e4 d8e7 d1e2 e7f8 h2h3 f8e7 c3f6 e7f8 f2f3 b5c4 e2f2
59,B,material_resign,28,3.335004,f2f4 b7b5 c2c4 d7d5 g1h3 c7c5 b2b3 e7e5 a2a4 f7f6 e2e4 a7a6 b1c3 e5f4 d1e2 g8h6 a1b1 b8d7 h1g1 f8e7 h3f2 e7d6 e2g4 h6g4 d2d4 e8f8 e1d1 b5c4
60,B,material_resign,110,3.513599,f2f4 d7d5 g1f3 a7a6 h1g1 g8f6 d2d4 c7c5 c2c4 d8a5 d1d2 a5b6 d2e3 h8g8 e1d2 g7g5 f3e5 h7h6 e5f7 b6d6 h2h3 g5g4 d2e1 d6c7 a2a4 c7d7 a1a3 f8g7 e1d2 e8f8 a4a5 a8a7 d2e1 h6h5 c1d2 f8e8 h3h4 d5c4 e3f2 f6h7 g2g3 g7f6 f7h8 f6h8 d2e3 g8g7 f2g2 a7a8 e1f2 a8a7 g1h1 d7b5 h1g1 b5b6 g1h1 c8d7 g2h3 h7g5 b2b4 e8f7 h1g1 c4c3 f1g2 g7g8 g1h1 g8g7 h1h2 f7g6 e3c1 d7c6 c1d2 c6d5 e2e4 e7e6 d2c1 a7a8 f2e3 b6b5 c1d2 e6e5 d2c1 g5f7 g2f1 d5c4 f1e2 a8a7 c1d2 e5d4 e3f2 f7d8 a3b3 g6h6 e2f1 g7g8 d2c1 c5b4 c1d2 g8f8 d2e3 h6g6 f1g2 f8f4 g2f3 b5e5 e3d4 e5d4 f2e1 a7a8 f3e2 c4d5
61,D,cap_draw,150,3.361764,g1f3 c7c6 h1g1 b7b5 c2c4 a7a6 h2h3 h7h5 e2e4 g7g5 d1c2 d8c7 b1c3 f8g7 b2b4 e8d8 c2a4 c8b7 c3b5 g7c3 g1h1 a6a5 b5c3 c7b6 c3d1 h8h7 h1g1 h7h8 g2g3 h8h7 g1h1 g8h6 f3g1 h7h8 a1b1 h8h7 f1g2 h7h8 g1f3 b6b5 h1g1 a8a6 e1f1 b5a4 f1e2 h6g4 g2f1 f7f5 f3g5 d8c8 g5e6 h8h7 f2f4 b7a8 c1b2 h7h8 f1g2 a4a2 b1a1 h8g8 e4f5 c8b7 g1h1 g4e3 h1h2 g8h8 b2c3 e3d5 g2f3 a6a7 e2e1 h8f8 a1b1 f8f6 h2g2 b8a6 b1a1 c6c5 e1e2 c5b4 e2f1 d7d6 f3e4 b7c6 a1a2 a8b7 f1e1 b7a8 d1f2 a7c7 a2a1 a6c5 f2d1 c6d7 e1f1 d7c6 a1b1 c7b7 b1c1 b7b6 f1g1 b6b5 c1b1 f6f7 b1c1 a5a4 g1h2 f7f6 c1c2 a8b7 g2e2 b7a8 e2e3 a8b7 c3b4 b7c8 d2d3 c8d7 h2h1 d7c8 c2b2 c5e6 b4a3 b5a5 h1g1 e6c7 g1g2 a5a6 g2g1 c8b7 g1f1 b7a8 f1e2 a6b6 d3d4 a8b7 e2f3 b6b5 b2c2 b7c8 e4d5 c6b6 f3e2 f6g6 e2f1 c8b7 c2c3 g6g5 a3c1 b7c8
62,W,material_resign,73,3.465052,f2f4 a7a6 d2d3 d7d5 h2h3 h7h5 h1h2 e7e6 g1f3 b8c6 c1d2 c6b4 c2c4 g8e7 d2c1 g7g6 a2a4 f7f6 a4a5 h8h7 c1d2 f8g7 f3h4 g7f8 d1c2 c8d7 d2b4 d7c8 e1f2 e8f7 h2h1 f8g7 f2g3 h7h8 b2b3 g7h6 g3f3 c8d7 b4e7 c7c6 e2e3 d5d4 a1a2 d8e8 e7a3 h8h7 h4g6 e8b8 h1g1 d7c8 e3e4 c8d7 a3c5 b8c8 f1e2 c8d8 b1c3 a8b8 g1f1 d8c8 c3d1 c8d8 f1f2 h7h8 f3g3 b8c8 e2f1 h8h7 c5d4 d8h8 c2e2 c8d8 e2e1
63,B,material_resign,52,3.240497,f2f4 d7d5 g1h3 a7a6 h1g1 e8d7 c2c4 e7e6 b1a3 c7c5 g2g4 f7f5 d1c2 d8e7 d2d4 e7f6 b2b4 g8e7 c1d2 d7d6 g1g2 g7g6 g2g3 c8d7 c2e4 d7c8 a3b5 d6d7 a2a3 a6b5 e4e6 d7e8 g4g5 c8d7 a1a2 f8g7 f1g2 e8f8 e1f1 d7c8 h3f2 h8g8 g2f3 a8a7 d2e1 h7h5 e6e7 f8e7 a3a4 g7f8 a2a3 a7a6
64,B,value_resign,20,3.354727,f2f4 f7f5 c2c3 g7g5 d1a4 g5f4 c3c4 f4f3 g2g3 b8a6 g1h3 c7c6 h1g1 a8b8 f1g2 h7h6 e2e4 f8g7 e1f1 g8f6
65,D,cap_draw,150,3.406900,f2f4 f7f5 e2e3 g7g5 b2b4 b7b5 c2c4 c7c6 a2a4 h7h5 b1c3 h8h6 a1b1 c6c5 h2h4 e7e6 c1b2 f8g7 b4c5 h6g6 d1c2 g7h6 e3e4 a7a5 c3a2 e8e7 f1d3 d8c7 e1d1 e7f8 g1e2 b8c6 h1g1 d7d5 e2c1 a8a7 d1e1 c8b7 b2f6 a7a8 b1b4 a8c8 g2g3 c6d4 g1h1 c8b8 h1g1 b8a8 g1f1 b7c8 f1g1 c8b7 c2d1 a8b8 g3g4 b8a8 g1h1 f8e8 h1h2 e8f8 d3c2 g8e7 d1e2 f8g8 e1d1 b7c8 h2h3 g8f8 e2e3 e7g8 h3h2 c8d7 c1e2 d7e8 e3f3 e8f7 d1e1 c7c8 h2h3 g6f6 c2b1 f8e7 e1f1 a8b8 e2g1 b8a8 g4h5 e7f8 a2c1 c8b7 f1f2 b7c8 h3g3 a8a7 b4b2 c8b8 f3g2 b8a8 h4g5 a7a6 f2e1 a8b8 g2h2 b8c8 c1e2 c8b7 b1d3 b7e7 g3f3 e7d8 b2b1 d8d7 b1c1 d7d8 h2g3 d8c8 g5h6 c8b7 d3b1 f8e8 c1c2 b7c8 e1f1 c8d8 g3g4 d8c8 f1g2 c8c6 h6h7 c6c5 g2f1 e8d7 e2c1 d7c8 f1g2 c8d8 g2g3 d8d7 e4d5 d7c8 b1a2 c8d8 a2b1 d8d7 c1d3 d7c8 g4g5 c8d7 d3e1 d7c8
66,B,material_resign,116,3.017816,f2f4 f7f5 c2c3 g7g5 d1a4 b8c6 e2e4 c6e5 b2b3 b7b5 g2g4 a8b8 d2d3 c8b7 g1f3 d8c8 e1f2 b8a8 f1g2 e8d8 f3e5 c7c5 c1a3 h7h6 g2f1 c8b8 g4f5 b8c8 e5d7 a7a5 h2h3 e7e6 h1h2 h8h7 h2g2 c5c4 f2e1 c8b8 g2g3 f8e7 b3c4 e7d6 d3d4 b7c8 f1g2 c8b7 g3f3 h6h5 g2f1 h7h8 a3c1 h8h7 f1e2 h7h8 d4d5 h8h7 c1d2 h7h6 a4d1 b7c8 d1c2 e6e5 c2a4 g8e7 e2d1 e7g6 d1c2 g5f4 f3f4 e5f4 e1d1 d6e7 h3h4 b5b4 d1e1 e7f8 e1d1 d8e8 d1e1 c8d7 e1d1 b8c8 d1e1 c8b7 e1d1 b7b5 d2e3 f8g7 d1e1 e8f8 e1d1 d7e8 d1c1 e8d7 c1d2 d7e8 d2c1 a8b8 e3d2 b8d8 c1b2 e8d7 d2e3 d7c8 e3f4 c8b7 b2c1 d8e8 c1d2 b7c8 d2c1 b5a4 c1d2 g6f4 d2e1 g7d4
67,W,material_resign,133,3.300523,f2f4 g8f6 c2c4 h8g8 e1f2 e7e6 g1f3 f8d6 f3e5 c7c6 a2a3 a7a6 e2e4 d8a5 b1c3 a5c7 d1a4 e8e7 b2b3 d6c5 f2f3 b7b5 e5f7 b5c4 c3b5 g8h8 h2h3 c5b4 f1e2 e7f8 e2d1 a6a5 h1g1 h8g8 d2d4 c7b6 b3c4 f8e7 c1b2 b6b5 d1e2 b5b6 g1f1 e7e8 f1f2 g8h8 b2c1 b6b5 h3h4 a8a7 c1d2 e8e7 a1b1 b5g5 b1c1 a7a8 d2e3 e7f8 f7g5 f6d5 e2f1 h7h5 f1e2 h8h7 e2d1 b4c5 d1e2 c8b7 e2f1 c5a7 f1e2 h7h6 e2d1 f8e8 d1e2 e8d8 e2d1 d7d6 d1e2 h6h7 e2f1 d8d7 f1e2 h7h8 e2f1 b7a6 f1e2 d5b4 e2f1 h8h7 c1c2 h7h8 a4b5 e6e5 f1e2 h8h7 e3d2 h7h8 e2f1 h8h7 f1e2 d7e8 g2g3 e8d8 a3a4 h7h8 d2c1 h8g8 e2f1 g8h8 f2e2 d8e8 c1d2 e8d8 d2c3 d8c8 f1g2 h8h7 f4f5 h7h8 g2h3 b4a2 g3g4 h8h7 e2e1 c8d7 e1d1 a6b7 b5b7 d7e8 d1e1 a7d4 e1f1
68,W,material_resign,59,3.357028,f2f4 h7h5 c2c3 d7d5 d1c2 a7a6 d2d3 c8f5 b2b4 e7e5 c3c4 d8f6 a2a4 f5e6 e1d2 f6g6 e2e4 f7f6 d2e3 h8h7 c1d2 g8e7 c2a2 a8a7 d2e1 e8f7 e1d2 e7c8 d3d4 f8d6 g2g4 a7a8 a2a3 h7h8 f1e2 c7c6 d2c1 d5e4 g1f3 h8h7 e2f1 e6c4 g4h5 h7h8 f3e5 f7e8 e3d2 e8e7 f1g2 c4a2 d2e3 e7d8 g2f1 c8e7 e5g6 h8h7 b1d2 d8e8 e3f2
69,W,material_resign,93,3.271568,f2f4 g7g6 e2e3 f7f5 c2c3 d7d5 f1c4 a7a6 d1e2 d8d7 g1h3 c7c5 b2b3 e7e6 b3b4 b7b6 h1g1 d7a4 c4a6 e8f7 e3e4 c8d7 b1a3 f8g7 a3b5 a4b5 d2d4 b5a4 e4e5 g7f8 e2e3 h7h6 a1b1 b8c6 c1d2 g8f6 h3g5 f7g7 b1c1 f8d6 e5d6 a8d8 h2h3 h6g5 c1d1 h8g8 g1h1 c6e5 a6c8 d8e8 c8d7 a4d1 e1d1 e8f8 d7c8 f8e8 d2c1 g7h8 c1d2 e5d3 d1e2 e8d8 e2d1 f6g4 c8d7 d8d7 d1e2 c5d4 e2d1 h8h7 e3f3 g8g7 f3g4 h7h6 c3c4 b6b5 h3h4 e6e5 h1g1 d7d8 d2c1 d8b8 d1e2 d3f2 e2f1 b8c8 g4g5 h6h7 f1f2 g7g8 g1d1 c8d8 a2a4
70,B,value_resign,13,3.339311,f2f4 g8f6 g1f3 h8g8 h1g1 g7g5 c2c3 f8g7 b2b4 b7b5 d1c2 d7d5 d2d4
