game,outcome,end_reason,n_moves,loss,moves
1180,B,material_resign,102,4.616749,e2e3 g7g5 f1e2 c7c5 a2a3 h7h5 a1a2 b7b5 c2c4 d7d5 g2g4 e7e5 d2d4 b8a6 b2b3 d8c7 g1h3 g8e7 h1f1 h8h6 h3f4 c8d7 c1d2 c7c6 d2c1 f8g7 c1b2 b5c4 b1c3 g5f4 d1c2 g7f6 e1d1 d7e6 h2h3 e8d8 a3a4 e6d7 c3d5 d8e8 b2c3 e8f8 f1g1 f8g8 e3f4 e5e4 g1f1 d7c8 a2a1 g8f8 g4h5 a6b8 a1b1 b8a6 f2f3 c8b7 f1g1 f8e8 g1g2 e8f8 b3b4 f8e8 c2d2 e7d5 g2g3 c6a4 d1e1 e8e7 e2d1 e7d8 d2c1 a8c8 e1f2 d8e8 d1c2 f6g5 b1b2 e8d8 c1d2 f7f6 f3e4 d8e7 f2e1 d5f4 e1d1 a4c2 d1e1 e7d7 b4c5 f6f5 e4e5 d7e8 b2b6 e8d8 d2c1 a6b8 c1d2 c2c3 b6e6 c3c2 d2c1 a7a6
1181,B,material_resign,40,4.281523,c2c3 e7e5 a2a4 c7c6 g2g3 g7g5 d1b3 b7b6 d2d3 d8c7 g3g4 g8f6 h2h3 f8g7 h1h2 h8g8 f1g2 e5e4 h3h4 g8h8 b3f7 e8d8 a1a2 g5h4 b2b4 h7h6 a2a3 b8a6 g1f3 d7d5 h2h3 a6b4 c1b2 h8h7 d3d4 c7f7 c3c4 d8c7 e1d2 c8b7
1182,B,material_resign,60,4.237882,g2g3 e7e6 a2a4 h7h6 d2d4 g8e7 c2c3 b7b6 e2e3 g7g5 d1g4 d7d5 b1a3 h8h7 a3b1 a7a5 f1c4 b8a6 h2h3 f8g7 h1h2 b6b5 e3e4 b5a4 e4d5 c7c6 f2f4 d8c7 g4f5 c8d7 f5e4 g7f6 a1a3 a6b4 g1e2 c7b6 e4e5 b6a7 c1d2 h7h8 e1f2 h8f8 d2e1 e8d8 b2b3 d7e8 c4a6 a7a6 f4f5 a8a7 d5c6 h6h5 c3c4 a7a8 e5d5 e6d5 c4d5 d8c7 e1d2 b4c6
1183,W,material_resign,19,4.220436,g2g3 e7e6 a2a3 c7c6 b2b3 g7g5 f2f3 c6c5 e1f2 d8f6 d2d4 d7d6 c2c4 f6f3 e2f3 d6d5 f1e2 f7f6 c1d2
1184,B,value_resign,48,4.421681,e2e3 c7c6 b2b3 b7b6 c2c3 d8c7 e1e2 c7f4 g2g4 f7f5 b1a3 e8f7 e2d3 b8a6 c3c4 g7g5 e3e4 e7e5 b3b4 d7d5 g1h3 g8e7 f1g2 b6b5 d1e1 f4g3 f2f3 c6c5 h1g1 h8g8 g1h1 c8b7 c4d5 a6b8 a3b5 g3e1 a1b1 f7e8 h1g1 g8h8 c1b2 e1f2 b2d4 h7h6 g1h1 f8g7 h3f4 h8h7
1185,W,material_resign,21,4.211626,e2e4 e7e6 b2b4 a7a5 a2a3 d8g5 g1f3 g8e7 h2h4 b8c6 d1e2 b7b5 a3a4 h8g8 c2c3 h7h6 f3g5 f7f5 a1a2 d7d5 b1a3
1186,W,material_resign,31,4.224684,g2g3 g8f6 a2a3 f6g4 g1h3 g4e5 h3g5 c7c6 e2e4 d7d5 e1e2 h8g8 f2f3 g8h8 c2c3 c6c5 h1g1 d8d6 g1h1 h7h6 d2d4 d6e6 d1e1 c8d7 e4d5 e5d3 d5e6 d7b5 h1g1 a7a6 c3c4
1187,W,material_resign,113,4.270462,a2a3 c7c6 c2c3 a7a5 e2e4 g8f6 a1a2 d8c7 d1e2 g7g5 e1d1 d7d5 e2e3 e7e5 b2b3 h7h6 d2d4 a5a4 c1b2 f8g7 e3g5 h6h5 g5g7 a8a7 f2f3 f6g4 d1e1 e8e7 f1c4 c8d7 e1f1 d7e8 g2g3 c7d8 g1h3 d8c8 f1e1 c8e6 e1d1 h8h7 h3f4 e6d7 d1e2 a7a6 a2a1 e5f4 h1g1 d7c8 e2e1 e7d7 e1e2 d7e6 g1h1 h7h6 g3f4 c8d7 h1g1 h6h7 g7g6 f7f6 g1h1 e8f7 a1a2 d7e8 h1d1 e8g8 b3b4 a6a5 h2h3 c6c5 e2e1 g4h6 e1f2 c5b4 g6g8 h7g7 e4e5 f7g8 a3b4 f6f5 d1c1 b8d7 c1c2 g7e7 h3h4 b7b6 b4b5 e7e8 b2c1 e8e7 a2a3 e7e8 c1b2 e6e7 f2e1 g8h7 e1d1 e7d8 d1e2 d8c7 e2d3 c7c8 d3e2 e8e7 e2e1 e7g7 a3a4 c8d8 a4a5 g7g3 e1f2 d8e8 f2e1
1188,W,material_resign,25,4.436929,g1f3 e7e6 h1g1 c7c5 b1a3 d7d5 f3h4 a7a5 d2d4 g8h6 g2g4 d8c7 b2b4 a5b4 e2e4 a8a4 a3c4 b4b3 e4d5 c7c6 d5c6 f8d6 a1b1 b8a6 f2f3
1189,B,material_resign,100,4.633740,f2f3 a7a5 g2g3 g8h6 a2a3 a8a6 c2c4 c7c6 d1c2 d8c7 c2b3 h8g8 e2e3 c7g3 e1e2 d7d5 d2d4 f7f5 e2d1 b7b6 d1e2 g7g6 b3b5 c8b7 a1a2 f8g7 b2b4 g8h8 c1b2 h8g8 b1c3 g7f8 f3f4 e8f7 c3a4 f8g7 a2a1 g8h8 b2c1 h8g8 a1a2 g7f6 a2c2 g8h8 c1d2 h8g8 e3e4 g8h8 c2c3 h8g8 c3d3 g8h8 d2c1 h8c8 c1d2 f7e8 e4d5 e8f7 d2c1 f7f8 c1d2 f8g7 c4c5 c6d5 h2h3 g7f8 f1g2 f8g8 e2d1 e7e5 b5a6 b6b5 h1h2 g8h8 g2f3 b8a6 d3e3 e5d4 h3h4 h8g8 d2c1 g8h8 h2h3 h8g8 c1b2 g8h8 e3e4 h8g8 h4h5 c8f8 e4e5 g8g7 h3h4 b7c8 f3e2 g3h4 e5e8 h6f7 g1h3 f8g8
1190,B,material_resign,136,4.835911,b2b3 e7e5 c2c3 b7b5 e2e4 c8b7 c1b2 c7c6 d1c1 g8e7 d2d3 d7d5 b1a3 b8a6 g2g4 g7g5 c1d2 a8b8 a1c1 c6c5 d2c2 f8g7 a3b5 h8g8 b2a3 g8h8 e1e2 a6b4 c2d2 b7a6 g1f3 e8d7 c1b1 h8g8 h2h3 g8h8 e2e1 d7e8 b5c7 d8c7 b1c1 h8g8 a3b2 g8h8 a2a3 e8d7 a3b4 g7f6 h1g1 h8g8 f1g2 g8g7 g1h1 d7e6 d3d4 c7c6 h1h2 b8d8 g2h1 h7h6 e4d5 c6d5 d2d3 g7g6 d3d1 d5f3 b4c5 h6h5 d1c2 d8a8 e1d2 f3g2 b3b4 f6g7 h3h4 g7f8 c1f1 f8g7 c2d1 g7f6 b4b5 a8c8 f1e1 g5h4 d2c2 f6g7 c5c6 g7f8 h2g2 g6f6 d4d5 e7d5 e1e2 d5c7 d1e1 f6h6 e2e3 f8g7 e1f1 c7b5 e3f3 g7f8 f1d3 f8e7 d3d4 e7d8 c2d1 h6g6 c3c4 e5d4 d1e1 h5g4 e1d1 e6e7 f3a3 g6c6 f2f3 e7f8 a3a4 f7f5 f3f4 d8c7 c4b5 f8g7 g2g3 g7h8 g3g2 a6b5 d1e1 h8g8 e1f2 b5a4 f2e1 c7b8 e1e2 c6c5
1191,B,material_resign,44,4.275321,e2e4 e7e6 b1a3 c7c6 a3b1 f7f6 d2d4 a7a5 d1g4 f8a3 e1e2 e8f7 h2h3 a8a7 f2f4 a7a6 e2e3 a3f8 b2b4 g7g5 f1b5 f8c5 h3h4 g8h6 c1b2 d7d6 g1e2 a6a8 b1a3 d8c7 f4f5 h6g8 b5c4 g8h6 c2c3 b7b6 h1g1 g5h4 g4g7 f7g7 a3b5 c8a6 e3f4 h6f7
1192,B,material_resign,64,4.271078,a2a3 e7e5 g1h3 b8c6 h1g1 h7h5 d2d4 e8e7 d1d2 d8e8 h3g5 g8f6 g5h7 d7d6 b2b4 b7b6 g2g4 b6b5 f2f4 a7a6 g1g2 h8g8 e2e3 e5d4 d2d3 c6d8 c2c4 c8f5 c1d2 e7e6 e1d1 a8a7 a1a2 e8e7 d1e1 e7d7 e1d1 b5c4 f1e2 d8c6 e3e4 g7g6 d2c1 d7e8 h7f8 g8f8 d1d2 h5g4 c1b2 d6d5 e2d1 e8b8 d3d4 b8c8 g2g3 f6e8 g3g4 f5g4 d2c1 g4d1 a2a1 c6b8 h2h3 c8b7
1193,W,material_resign,35,4.450965,e2e3 f7f6 d2d4 e7e6 g1h3 f8a3 b2b4 g7g6 c1a3 c7c5 b1c3 d8c7 f1a6 c7c6 d1b1 h7h6 h1g1 h6h5 a6b5 b7b6 a3c1 a7a6 f2f4 f6f5 e1d1 e8e7 d1e2 c6d5 g2g3 d5c6 b5c6 b8c6 g1g2 e6e5 c1b2
1194,B,material_resign,26,4.464213,e2e3 b8c6 a2a3 g7g5 f1b5 h7h6 b5a4 b7b5 c2c3 b5a4 b2b3 d7d5 d1g4 c8b7 e3e4 f8g7 c1b2 e7e5 g4h5 b7c8 h5f7 e8f7 g1h3 g7f6 h1g1 c8d7
1195,B,material_resign,44,4.197790,c2c3 e7e6 g2g4 g7g5 d2d4 c7c6 d1a4 f8h6 h2h3 d7d6 e1d1 h6f8 e2e3 e8d7 f2f3 h7h6 b2b4 f8e7 f1g2 g8f6 d1c2 b8a6 f3f4 b7b5 e3e4 h6h5 h1h2 h8g8 g1f3 g8f8 h2h1 a6b8 c1b2 f6e8 e4e5 e8c7 c3c4 b8a6 b1a3 b5a4 h1g1 c6c5 g1h1 a8b8
1196,W,value_resign,31,4.347922,d2d3 g8h6 a2a3 d7d5 g1h3 e8d7 g2g4 a7a6 h3g5 c7c6 b2b3 f7f5 c2c4 e7e6 b1d2 a8a7 c4c5 d8e8 g5h7 h8g8 h1g1 e8f7 f2f3 d7e8 a1a2 f7d7 e2e4 g8h8 d1e2 e6e5 h2h4
1197,B,value_resign,9,4.304917,g2g3 a7a5 a2a3 a8a6 e2e4 g7g6 f1c4 c7c5 c2c3
1198,W,material_resign,135,4.301594,b1a3 e7e6 g2g4 g7g5 b2b4 a7a5 c2c3 c7c5 g1f3 g8e7 f3h4 d8c7 c3c4 f7f5 e2e4 b7b5 d1e2 f5g4 h1g1 d7d6 f1g2 c7a7 d2d4 e8d7 g1h1 h8g8 h1g1 h7h6 c1b2 g4g3 g1h1 d7c7 a3b5 c7d8 h4f3 f8g7 h2h3 h6h5 b5a3 b8a6 e2e3 g7f6 e1f1 c8d7 b4a5 g8h8 a3c2 h8g8 h1h2 c5d4 e3d2 a8b8 d2c1 g8h8 c1d2 d6d5 b2c1 b8a8 d2e1 h8h7 c1b2 a6b8 e1d1 a7a6 f1e1 d8c7 f2g3 h7h6 e1e2 f6h8 d1d2 c7c6 a1h1 e6e5 d2c1 h8g7 c1a1 g7f6 e2d1 a8a7 h3h4 h6h8 c2e3 d4d3 f3d4 c6c7 g2f3 b8c6 g3g4 c7c8 h1f1 a6b7 h2h3 h8h7 d4e6 c6b8 a2a3 h7h6 f1g1 b7c7 a3a4 c7c5 g1f1 d3d2 d1e2 a7b7 b2d4 c5c4 e2d1 d7e6 d4e5 e6d7 e5h2 d7e8 h2e5 d5d4 f1e1 c8d7 h4g5 c4c5 e1e2 c5c8 d1d2 c8c4 a1a2 c4d5 d2c1 e8f7 e2d2 b8a6 e4d5 b7b6 d5d6 b6b5 f3b7
1199,D,cap_draw,150,4.286201,h2h4 c7c6 b1c3 g7g6 f2f3 d7d5 d2d4 e7e5 c1f4 d8f6 a1b1 b7b6 b2b3 f8g7 e1d2 c8b7 c3b5 c6c5 b3b4 b8a6 e2e3 e8d7 d2c1 h7h6 d1e2 d7e6 c2c3 f6e7 e2d1 e7e8 e3e4 e8d7 b1b2 a6b4 b5c7 e6e7 c1d2 g7f6 d1c2 d7e8 c3c4 h8h7 h4h5 b6b5 c2c3 e7f8 b2b3 b4c2 f4e5 e8e7 a2a3 e7d8 b3b4 f6e5 d2c2 g8e7 f3f4 a7a5 c2d2 f8g7 b4b5 a8a7 f1e2 e7c8 h1h2 e5c7 d2e3 a5a4 c3a1 d8e8 g2g4 e8e7 h2h1 e7e8 e3d2 e8e7 e2d3 d5e4 h1h3 e4d3 d2c1 e7e8 c1d2 e8f8 d2d1 f7f5 g1e2 f8g8 d1e1 g8f8 e1d1 b7e4 d1c1 a7b7 c1d2 f8d6 e2c3 d6e6 d2c1 b7b6 c1d2 c8e7 a1b1 g7f6 g4f5 h7h8 b1e1 h8g8 e1b1 e4f3 b1a2 g8h8 b5c5 f3e2 d2e1 e6d5 e1f2 h8g8 a2e2 d5g2 f2e1 c7e5 e1d1 b6b5 c4b5 g8g7 f5g6 e5f4 c5c8 f6f5 e2e7 f4e5 d1c1 g2g3 c3d5 g3g4 h3g3 g4h3 c1b2 h3h4 e7e6 f5e6 b2b1 e6d5 c8g8 d5e6 g8g7 h4g5 d4d5 e6f6
1200,W,material_resign,73,4.399059,a2a3 d7d6 c2c3 c7c6 a3a4 b7b5 g2g4 g7g6 h2h3 e7e5 f1g2 d8a5 g2c6 e8e7 d2d4 f7f5 e2e3 c8d7 c6b7 d7e8 g4g5 a5a6 b2b3 e5d4 e3e4 g8f6 c1d2 a6a4 c3c4 e7d8 d2c3 f6g8 e1e2 f8e7 d1e1 h7h5 b1a3 e8f7 e1d2 a7a6 e2f3 a6a5 h1h2 d6d5 d2d3 a8a7 d3d1 a7a6 f3f4 d8c7 d1c1 h8h7 f2f3 c7b6 c1d2 h7h6 d2e1 e7d8 e4f5 b6c5 e1f1 f7e8 b7a6 h5h4 f1e1 d8c7 e1e5 e8c6 g5h6 g8e7 a1a2 c5b6 c4d5
1201,B,material_resign,76,4.377951,h2h3 e7e5 g2g4 f7f6 c2c4 c7c6 e2e3 g8e7 b1a3 d7d5 d2d4 a7a5 d1b3 d8c7 h1h2 a8a6 f1g2 c8f5 e1d1 b7b6 g1f3 e8d8 b3b4 e5e4 h2h1 c7c8 h1g1 c8d7 b4d6 d8e8 b2b3 e8d8 g1e1 h7h5 c1d2 f5h7 d2c1 f6f5 a3b1 h5g4 d6b8 d7c8 b3b4 e7g8 b1d2 d8e7 c1b2 d5c4 b2c1 c6c5 g2f1 g4h3 c1a3 c4c3 d1c1 e7d8 a1b1 g8h6 b4b5 d8d7 f3e5 d7d8 e1d1 g7g5 b8b7 f8e7 b7a8 g5g4 a8b8 h6f7 b8b7 c8b7 b1b4 h7g8 b4b2 h8h7
1202,W,material_resign,139,4.600789,a2a4 c7c6 b2b3 g7g5 c2c3 a7a5 a1a2 e7e5 g2g4 b8a6 d2d4 h7h5 e2e3 d7d5 c1d2 d8c7 f1e2 e8e7 g4h5 e7d6 g1h3 a8a7 a2b2 c8g4 e3e4 f7f6 d1c2 g4e2 b3b4 f8g7 h3f4 a7a8 e1e2 a8b8 b2b3 b8a8 h1g1 h8h7 g1g2 b7b6 e4d5 d6d7 e2d1 f6f5 g2g4 h7h6 f2f3 g8f6 f4g2 c6c5 d2c1 d7d6 c1d2 f5f4 d1e2 a6b8 g4g5 b8a6 b1a3 a8f8 d2e3 f8e8 c3c4 e8h8 e3d2 h8f8 g2e1 h6h5 a3b5 d6e7 e1g2 c5b4 h2h3 g7h8 e2d1 c7a7 c2c3 f8d8 b3b4 a6b8 d1c2 e7f8 b5c7 d8c8 c2c1 a7a6 c1b2 b6b5 d2c1 e5e4 d5d6 e4f3 g2h4 f8f7 b4b3 c8f8 c1d2 b5c4 c7b5 f8e8 b2c2 e8e7 b5c7 e7e3 g5h5 f7g8 d2c1 h8g7 c1b2 c4b3 c2d1 g7h8 b2c1 g8g7 c1b2 f3f2 c3d2 a6d6 h5c5 d6d5 d2c3 d5c4 b2a1 g7f8 d1d2 f8g8 c3d3 f6g4 c5d5 b8d7 c7a8 f4f3 d3e3 c4c3 a1c3 d7f6 d5d6 f6h7 d6d7
1203,B,value_resign,22,4.263337,f2f3 f7f5 h2h4 b7b6 e2e4 e7e5 e1e2 d8f6 e2e3 d7d5 g2g4 g8e7 h1h2 g7g5 b2b3 c7c5 e3e2 b6b5 c1b2 c8d7 e2d3 h7h6
1204,W,material_resign,95,4.432162,f2f3 g8f6 g2g4 h7h5 c2c3 e7e5 e1f2 c7c6 b1a3 f6e4 f2e1 a7a5 g4h5 a8a7 d2d4 h8g8 b2b3 d7d5 f1g2 f7f5 f3f4 d8c7 c1d2 g8h8 g1f3 c7d6 e2e3 b7b5 h2h3 e8d7 a3c4 a5a4 h1f1 h8g8 d2c1 a7b7 f1f2 b8a6 a2a3 g7g6 c4a5 c6c5 f3h2 f8e7 g2f1 g8f8 e1e2 d6c6 c1d2 a6b4 c3c4 e4c3 d2c3 d7e8 d1c2 f8g8 e2e1 e8d7 f2g2 g8h8 c2b2 h8g8 a1b1 g8h8 h3h4 h8g8 e1d2 g8h8 d2c1 h8g8 c1d2 g8h8 b1d1 h8g8 b2a2 g8g7 d1e1 d5c4 d2c1 d7e8 g2d2 e7d8 f1g2 e8d7 a2a1 d8g5 g2f3 c6e6 c1b2 e6f7 a5b7 d7e8 e3e4 e8e7 e1e2
1205,B,material_resign,42,4.462344,h2h3 f7f6 h1h2 g8h6 g1f3 e8f7 h2h1 c7c5 f3g5 f7e8 b1a3 d8a5 e2e3 b7b6 d1g4 c8b7 e3e4 d7d6 b2b4 b7e4 g5e4 h8g8 h1g1 f6f5 d2d4 g8h8 f1b5 e8f7 g2g3 b8a6 g1h1 h8g8 e1d2 g8h8 c2c4 a6b4 d2e2 f5g4 b5e8 f7e8 c1d2 g7g6
1206,B,material_resign,24,4.208294,e2e4 h7h6 d2d3 d7d6 a2a3 g7g5 a1a2 c7c5 c2c4 d8b6 a3a4 f8g7 d1g4 g7f8 a2a1 a7a5 c1e3 f7f5 e1d1 f5g4 h2h4 f8g7 d1e1 h8h7
1207,W,material_resign,31,4.111095,g2g3 e7e6 c2c3 b7b6 g3g4 f7f5 d2d3 e8f7 g1h3 d8f6 g4g5 b8c6 d1c2 g8h6 g5g6 f6g6 a2a3 f8d6 a1a2 h6g8 b2b4 e6e5 e2e3 g8h6 c3c4 g6g5 h3g5 f7f6 e3e4 d6e7 f1g2
1208,W,material_resign,79,4.299491,g1h3 g8f6 h1g1 c7c6 b2b3 b8a6 c2c3 h8g8 g2g4 h7h6 c3c4 a6b8 d2d3 g8h8 g1h1 g7g5 h3g5 a7a5 a2a3 e7e6 c1f4 d7d5 f2f3 f8g7 d1c2 a8a7 f4e3 b7b6 e3d4 b8d7 d4e5 f6e4 g5e4 d8c7 e4g3 h8g8 a1a2 h6h5 e5g7 e6e5 b1c3 g8h8 d3d4 f7f5 e1f2 e8e7 g3h5 h8g8 c2b2 g8g7 f3f4 c7b8 g4f5 e7d8 c3e4 g7g6 e4d2 c6c5 c4d5 a5a4 f2e1 c8b7 f1g2 a7a8 h2h3 d7f6 h1f1 b6b5 b2c3 d8e7 a2b2 b5b4 c3c1 e7e8 d4c5 e5e4 g2f3 e8f7 c1c4
1209,W,material_resign,81,4.341675,h2h4 g8h6 a2a3 h8g8 d2d3 c7c6 e2e3 b8a6 h1h2 d8b6 d1e2 d7d5 e2g4 f7f5 a1a2 g8h8 h2h3 e7e5 f1e2 e8d8 b2b3 d8c7 f2f3 a6b4 g2g3 f8e7 h3h2 h8g8 a3a4 g8h8 h4h5 b6b5 g4g5 c8e6 e1f2 h8g8 c1a3 h6f7 g5f4 g8f8 a2b2 b5c4 h2h4 f8h8 a4a5 e7d8 f2f1 a7a6 h4h3 g7g6 f4e5 c7d7 h5g6 h7h5 e5f4 d8b6 g3g4 b6d4 h3h4 c4c2 h4h5 c6c5 f4e5 a8e8 e5d4 h8g8 f1g2 e8d8 d4e5 f7g5 g2f1 b7b5 f1g2 c5c4 g2f1 c2d1 e2d1 d7c8 f3f4 c8b7 f1e1
1210,B,value_resign,91,4.482929,g1h3 e7e6 h3f4 g7g5 c2c3 f7f6 d1b3 g5g4 b3b4 b7b6 a2a3 d8e7 a1a2 d7d5 h2h3 c7c6 e1d1 a7a5 d1c2 e7d6 a2a1 a5a4 e2e4 e8d7 f4d5 e6d5 b4a4 f6f5 a1a2 f8g7 d2d4 b8a6 b2b3 g7f6 c2d3 a8b8 c1d2 g8e7 f1e2 b8a8 f2f3 b6b5 d2e1 d5e4 d3c2 c6c5 h1h2 c8b7 d4d5 h7h6 h3h4 d6c7 e2d1 h8g8 f3f4 a6b4 c2d2 b4d3 c3c4 e7g6 d2e3 a8b8 d5d6 h6h5 h2h3 g8h8 e1g3 h8g8 d1e2 c7c8 b3b4 f6e5 c4b5 g8h8 b4c5 h8h7 a4b3 h7h8 a2a1 d3b4 a1a2 c8d8 e3d2 d8f6 d2e1 d7e8 b3b2 e5b2 h3h2 b2a1 e1f1
1211,W,material_resign,51,4.313463,c2c3 f7f5 d2d4 b7b5 a2a3 g8h6 e2e3 d7d5 g1f3 c8d7 d1c2 a7a6 h2h3 d7c6 c1d2 b5b4 f1b5 h8g8 g2g4 d8d6 d2c1 e7e6 h1g1 b4c3 b5a4 a6a5 b2b3 d6b4 f3h2 e8d7 c1b2 e6e5 c2e4 g8h8 a1a2 d7e6 g4f5 e6f7 e1d1 f7f6 f2f4 b8a6 g1f1 f8d6 b2c3 a8b8 a3b4 h8g8 a2c2 g8h8 f1h1
1212,B,material_resign,132,4.610712,g2g3 b7b5 f1h3 g8h6 f2f3 b8a6 b1a3 e7e5 a3b5 e8e7 d2d4 a6b4 e1d2 f7f6 b2b3 h8g8 d1e1 f6f5 b5c3 c7c5 e2e3 d8c7 c1b2 c5c4 e1f2 e7e8 d4d5 a7a6 b2c1 e8f7 h3g2 c7d6 f2e1 f7f6 g2f1 a6a5 c1a3 g7g6 c3b5 a8a7 d2c1 c8b7 f1g2 g8g7 e1d2 f5f4 c2c3 d6c5 g1e2 b4d3 d2d3 d7d6 b3b4 c5c6 g2h3 c6a6 h3e6 h6g8 a1b1 a5a4 d3d4 a6c6 h1g1 g6g5 e6f7 a7a6 d4e5 f6f7 e5e8 f7e8 g1h1 c6c7 b1b2 g8e7 c1d2 e8f7 g3g4 c7c8 h2h4 a6a7 e2g1 h7h6 h1h2 f7e8 d2e1 c8d7 b2b3 e8d8 e1d1 b7c8 d1e2 g7g6 e2d1 f8g7 d1e1 g7h8 b3b1 d8e8 e1f2 e8f8 b1b2 f8e8 h2h1 e8d8 f2g2 c8b7 h1h2 d7e8 g1e2 b7c8 e3e4 e8f7 g2h1 a7d7 e2f4 f7f6 h1g1 d8e8 f4d3 e8d8 h2h3 f6e6 h4h5 e6e4 d3e1 d8e8 g1f1 h8c3 h3h4 e8d8 f1g2 c8b7
1213,W,material_resign,21,4.528964,a2a4 a7a6 c2c3 c7c6 a1a2 d7d5 d2d4 g7g5 b2b4 e7e6 e2e3 f8g7 d1d2 d8c7 g1f3 c7e5 d4e5 f7f5 d2d4 h7h6 c1b2
1214,B,material_resign,102,4.290855,f2f3 h7h6 h2h4 g7g6 g1h3 h8h7 f3f4 e7e5 h3g1 b8a6 e2e4 d7d5 f4e5 d8e7 f1e2 c7c6 e1f2 e8d7 d1f1 d7d8 d2d3 d8c7 b2b4 e7d8 c1b2 d8g5 e5e6 b7b6 c2c3 f7f6 f2e1 g5h4 g2g3 h7g7 b1a3 b6b5 a3b5 c7b6 b5c7 c8b7 g1f3 f8e7 a2a4 c6c5 a1c1 f6f5 c7a8 b7a8 h1g1 f5e4 d3e4 a6b8 g1h1 e7d8 f1g1 b8d7 f3d4 a7a5 c3c4 d8c7 b4b5 b6a7 e6e7 h6h5 b5b6 d7b6 c4d5 g7h7 h1h2 h7h6 d4e6 c5c4 g1h1 h4h3 e6g5 g8f6 b2e5 c4c3 c1d1 c3c2 e5f6 c7d8 e2f1 h3h4 f1e2 d8e7 d1c1 e7f8 c1d1 h6h7 f6a1 f8b4 e1f1 h7h6 d1d2 h4h2 a1d4 h2h1 f1f2 a8b7 g5e6 g6g5
1215,D,cap_draw,150,4.134519,c2c3 g8h6 a2a3 h8g8 g1f3 b8a6 d2d3 g7g5 a1a2 d7d5 d1b3 b7b6 b3b4 e7e5 c1d2 f8e7 b4b5 c7c6 h1g1 f7f6 h2h3 a6c7 b5c6 e8f7 c6c5 f6f5 e2e4 b6b5 b2b3 g8h8 c5b5 h8g8 g1h1 c7e8 h1h2 g8h8 b3b4 f7g7 h3h4 d8c7 e1e2 h8g8 e2d1 e7f6 d2c1 c7b7 d1e1 g8f8 b5e8 b7b6 c1g5 b6c5 e1e2 c8b7 h2h3 c5e7 e2d1 b7c6 a2a1 e7f7 a1a2 a8c8 a3a4 f8g8 e4d5 g8h8 d1c2 f6d8 f3d2 f7g6 b1a3 c6e8 c3c4 g7f8 d5d6 a7a6 h3g3 h8g8 b4b5 h6f7 c2b3 g8g7 g3g4 f7h8 g4g3 f5f4 d3d4 d8c7 a4a5 e5e4 a3b1 g6f6 g3c3 f6d6 a2c2 f8f7 b3a2 g7g6 a2b2 h7h6 g5f4 h6h5 f4h6 d6f4 g2g4 f7g8 f1e2 e8c6 h6f8 g8f8 e2d3 f4e5 f2f4 f8e8 g4g5 e5f4 d3f1 c8a8 b2c1 e8f7 b1a3 c6b7 f1g2 f7g8 g2f1 g8g7 c1b2 f4f3 f1g2 b7c8 g2f3 a8b8 f3g4 c8e6 b2a1 b8d8 g4h5 h8f7 d4d5 g7f8 a1a2 d8c8 d5d6 f8e8 c3f3 e6h3 d2f1 e8d8 c2c3 d8d7
1216,W,value_resign,16,4.235849,a2a4 g8h6 a1a2 a7a5 d2d4 h8g8 g2g3 c7c6 f1h3 d7d6 c2c3 g7g5 h3c8 b7b6 f2f3 f8g7
1217,W,checkmate,99,4.453900,f2f3 g8f6 d2d4 g7g5 f3f4 f6g4 g1h3 b8a6 h1g1 a6b8 d1d2 f7f5 b2b3 c7c6 b1a3 a7a5 e2e3 e7e5 a3b5 d7d5 d2d3 f8a3 e1d1 e5d4 g1h1 e8g8 e3d4 a8a7 h1g1 d8c7 b3b4 c7d6 d1d2 a5a4 c2c3 a7a6 c3c4 a6a8 d3e4 d6g6 b5c7 c8d7 e4f5 b7b6 c7e8 f8e8 f5e4 g4h6 e4d5 g8h8 d5e4 a3c1 d2c2 c1d2 e4d3 d2c1 g1h1 e8d8 h3g5 d7e6 g5h7 a8a7 c2c3 e6f7 a2a3 f7e8 a1a2 a7a8 h7f8 g6h7 a2a1 h8g8 d3g6 g8h8 a1a2 h6g4 f1d3 a8a5 a2a1 e8f7 g6h6 c1b2 c3b2 d8d7 d3c2 f7e8 f8g6 h8g8 g2g3 b6b5 c4c5 g4f2 h1g1 d7d6 b2b1 e8d7 b1a2 d7e8 h6f8
1218,B,checkmate,90,4.368835,h2h4 e7e5 c2c3 g7g5 h4h5 e8e7 d2d3 e7e6 g2g4 b7b5 a2a3 e5e4 d1b3 d7d5 f2f3 e4f3 b3b4 d8f6 b4f8 b8a6 f8g8 f6d4 a1a2 e6e7 b2b3 a8b8 b1d2 d4d3 a2b2 c8f5 b2b1 f7f6 g8f7 e7d6 h1h4 a6b4 g4f5 c7c5 c3c4 b4a2 f1g2 a2b4 e2e4 d3d4 e1d1 b8b7 d1e1 b7b6 c4b5 b4c6 f7g8 b6b5 e1d1 d4c4 g8c8 c6e7 b3b4 a7a6 c1b2 c4d3 h4h3 b5b4 g2f3 d3d4 e4e5 d4e5 d1c2 h8g8 f3e2 h7h6 h3h1 g8g6 c8e6 d6c7 e2f1 e5d6 f1g2 d6e5 e6d6 c7b7 d6c7 b7c7 b1d1 b4b5 g2e4 d5e4 d1e1 c7d8 e1d1 e5b2
